Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2011-12-05,1469.45,1489.95,1489.95,1453.05,1478.0,1457.5,1467.52,454,66625550000.0,76.0,272.0,0.5991
2011-12-07,1457.5,1470.0,1499.95,1462.0,1478.05,1487.25,1479.09,5609,8.29618985e+11,159.0,5097.0,0.9087
2011-12-08,1487.25,1485.05,1485.05,1451.05,1461.0,1461.4,1464.65,393,57560600000.0,66.0,207.0,0.5267
2011-12-09,1461.4,1487.5,1487.5,1461.0,1475.0,1474.1,1475.12,995,1.4677459e+11,52.0,879.0,0.8834
2011-12-12,1474.1,1465.1,1490.0,1455.15,1483.85,1480.6,1480.19,1033,1.5290414e+11,245.0,913.0,0.8838
2011-12-13,1480.6,1460.95,1480.0,1451.05,1451.05,1453.5,1457.55,235,34252445000.0,47.0,174.0,0.7404
2011-12-14,1453.5,1477.0,1477.0,1435.0,1437.5,1439.8,1451.09,772,1.1202393e+11,112.0,502.0,0.6503
2011-12-15,1439.8,1431.0,1459.55,1400.0,1459.35,1450.85,1420.22,1997,2.83618105e+11,293.0,1495.0,0.7486
2011-12-16,1450.85,1436.0,1480.0,1425.05,1430.6,1449.9,1445.11,1032,1.4913512e+11,123.0,752.0,0.7287
2011-12-19,1449.9,1407.05,1448.7,1401.0,1401.0,1401.65,1408.63,491,69163745000.0,102.0,265.0,0.5397
2011-12-20,1401.65,1405.0,1458.9,1381.0,1450.0,1430.55,1405.15,2341,3.28946225e+11,301.0,1736.0,0.7416
2011-12-21,1430.55,1429.95,1471.0,1409.05,1470.0,1448.4,1435.38,951,1.3650485e+11,126.0,654.0,0.6877
2011-12-22,1448.4,1430.2,1477.95,1410.0,1440.0,1427.35,1427.39,553,78934880000.0,113.0,346.0,0.6257
2011-12-23,1427.35,1439.9,1465.0,1437.95,1463.0,1451.4,1449.06,528,76510440000.0,97.0,327.0,0.6193
2011-12-26,1451.4,1483.0,1483.0,1411.5,1432.0,1431.85,1448.78,388,56212715000.0,69.0,176.0,0.4536
2011-12-27,1431.85,1422.0,1452.95,1420.0,1420.0,1423.4,1428.97,349,49870905000.0,70.0,169.0,0.4842
2011-12-28,1423.4,1411.25,1457.0,1411.25,1439.0,1451.55,1449.53,2064,2.9918335e+11,244.0,1497.0,0.7253
2011-12-29,1451.55,1459.95,1463.0,1453.1,1461.0,1460.2,1460.09,1067,1.55791365e+11,163.0,833.0,0.7807
2011-12-30,1460.2,1440.55,1465.0,1405.0,1464.95,1460.9,1459.55,2376,3.4678903e+11,109.0,2207.0,0.9289
2012-01-02,1460.9,1442.0,1470.0,1442.0,1470.0,1467.25,1462.46,376,54988610000.0,35.0,345.0,0.9176
2012-01-03,1467.25,1440.05,1475.0,1440.05,1449.9,1450.7,1454.65,864,1.2568159e+11,84.0,669.0,0.7743
2012-01-04,1450.7,1479.0,1479.0,1441.05,1441.1,1446.2,1454.92,327,47575810000.0,64.0,140.0,0.4281
2012-01-05,1446.2,1468.95,1468.95,1440.05,1446.5,1445.35,1444.42,573,82765135000.0,42.0,465.0,0.8115
2012-01-06,1445.35,1475.0,1475.0,1440.0,1445.0,1445.0,1444.99,323,46673250000.0,31.0,316.0,0.9783
2012-01-07,1445.0,1465.0,1468.9,1450.0,1450.0,1450.0,1456.7,41,5972450000.0,8.0,16.0,0.3902
2012-01-09,1450.0,1452.0,1452.0,1430.0,1445.0,1445.75,1445.2,255,36852600000.0,45.0,197.0,0.7725
2012-01-10,1445.75,1404.4,1475.0,1391.2,1464.5,1460.95,1450.51,3940,5.71501595e+11,274.0,3434.0,0.8716
2012-01-11,1460.95,1432.0,1475.0,1432.0,1439.0,1446.75,1447.48,716,1.0363969e+11,84.0,576.0,0.8045
2012-01-12,1446.75,1442.0,1459.95,1442.0,1450.0,1446.85,1448.34,396,57354160000.0,41.0,313.0,0.7904
2012-01-13,1446.85,1432.15,1471.15,1425.05,1425.05,1431.15,1441.79,862,1.24282475e+11,87.0,468.0,0.5429
2012-01-16,1431.15,1430.0,1447.95,1420.0,1443.9,1439.8,1436.86,350,50290050000.0,71.0,251.0,0.7171
2012-01-17,1439.8,1430.0,1495.0,1430.0,1487.0,1483.15,1466.52,2445,3.58563335e+11,251.0,1911.0,0.7816
2012-01-18,1483.15,1483.0,1485.0,1470.0,1470.0,1477.45,1478.14,679,1.00365975e+11,69.0,504.0,0.7423
2012-01-19,1477.45,1454.15,1487.85,1454.15,1463.0,1479.3,1477.49,1185,1.75082795e+11,59.0,1017.0,0.8582
2012-01-20,1479.3,1489.95,1490.0,1471.05,1473.75,1478.65,1483.71,1922,2.85169755e+11,212.0,1562.0,0.8127
2012-01-23,1478.65,1489.8,1493.8,1468.0,1468.0,1478.25,1482.86,726,1.0765556e+11,95.0,578.0,0.7961
2012-01-24,1478.25,1493.95,1494.45,1463.0,1463.0,1469.6,1470.05,1075,1.58030785e+11,131.0,737.0,0.6856
2012-01-25,1469.6,1477.0,1483.95,1465.05,1483.95,1480.75,1478.54,967,1.4297453e+11,95.0,657.0,0.6794
2012-01-27,1480.75,1480.0,1489.95,1445.75,1455.0,1454.1,1461.1,2980,4.35407345e+11,248.0,2382.0,0.7993
2012-01-30,1454.1,1453.3,1469.45,1424.0,1424.0,1437.7,1446.8,1066,1.5422916e+11,124.0,850.0,0.7974
2012-01-31,1437.7,1473.0,1473.0,1440.0,1450.0,1466.35,1453.39,4360,6.3367781e+11,155.0,3874.0,0.8885
2012-02-01,1466.35,1469.3,1480.0,1455.15,1470.0,1476.65,1470.1,1364,2.00521315e+11,72.0,1269.0,0.9304
2012-02-02,1476.65,1470.0,1489.8,1461.25,1475.0,1478.2,1474.21,1809,2.666848e+11,114.0,1413.0,0.7811
2012-02-03,1478.2,1470.0,1483.2,1453.0,1465.0,1466.5,1461.07,2195,3.20705425e+11,144.0,1943.0,0.8852
2012-02-06,1466.5,1446.95,1478.0,1402.4,1467.95,1460.25,1460.56,1839,2.685966e+11,142.0,1322.0,0.7189
2012-02-07,1460.25,1470.0,1480.0,1460.0,1470.35,1475.65,1475.11,1118,1.64917365e+11,93.0,827.0,0.7397
2012-02-08,1475.65,1480.0,1509.0,1465.25,1500.0,1493.65,1486.5,1143,1.69907475e+11,90.0,1027.0,0.8985
2012-02-09,1493.65,1490.0,1510.0,1480.0,1500.0,1503.55,1499.21,1880,2.81851635e+11,155.0,1488.0,0.7915
2012-02-10,1503.55,1505.0,1510.0,1490.55,1499.95,1496.15,1500.27,442,66311855000.0,53.0,337.0,0.7624
2012-02-13,1496.15,1499.9,1499.9,1480.0,1480.05,1486.45,1488.79,440,65506885000.0,77.0,303.0,0.6886
2012-02-14,1486.45,1466.95,1496.5,1466.0,1478.0,1485.0,1488.79,1354,2.01581615e+11,111.0,1208.0,0.8922
2012-02-15,1485.0,1499.0,1525.0,1470.5,1497.75,1490.2,1492.63,9534,1.423072705e+12,707.0,7602.0,0.7974
2012-02-16,1490.2,1498.0,1498.0,1476.0,1483.95,1480.15,1488.46,2423,3.6065469e+11,177.0,1958.0,0.8081
2012-02-17,1480.15,1484.0,1509.0,1466.25,1491.05,1495.35,1496.35,26186,3.918339495e+12,595.0,21652.0,0.8269
2012-02-21,1495.35,1509.0,1515.0,1460.0,1492.8,1487.7,1494.89,1873,2.7999261e+11,181.0,1507.0,0.8046
2012-02-22,1487.7,1492.4,1495.0,1472.15,1474.3,1474.95,1483.72,1578,2.3413079e+11,95.0,1394.0,0.8834
2012-02-23,1474.95,1470.0,1483.0,1460.0,1464.6,1474.3,1473.35,4546,6.6978385e+11,162.0,4254.0,0.9358
2012-02-24,1474.3,1469.95,1486.0,1452.0,1480.0,1475.35,1470.17,4721,6.94068735e+11,195.0,3654.0,0.774
2012-02-27,1475.35,1483.3,1483.3,1462.0,1471.0,1471.1,1470.51,1055,1.55139145e+11,145.0,825.0,0.782
2012-02-28,1471.1,1475.0,1484.0,1460.0,1465.0,1468.5,1468.69,2751,4.040377e+11,324.0,1616.0,0.5874
2012-02-29,1468.5,1485.0,1564.9,1465.0,1529.0,1535.8,1525.0,12558,1.915094005e+12,1600.0,6282.0,0.5002
2012-03-01,1535.8,1545.0,1545.0,1500.0,1510.0,1511.1,1511.67,3398,5.1366603e+11,354.0,2496.0,0.7345
2012-03-02,1511.1,1524.0,1530.0,1505.65,1514.0,1508.4,1517.19,2005,3.04197085e+11,227.0,1368.0,0.6823
2012-03-03,1508.4,1520.0,1550.0,1510.0,1525.0,1527.4,1532.95,1812,2.777703e+11,221.0,755.0,0.4167
2012-03-05,1527.4,1525.0,1545.0,1490.0,1515.0,1509.85,1518.42,3274,4.9713141e+11,331.0,2592.0,0.7917
2012-03-06,1509.85,1490.0,1604.9,1490.0,1575.0,1572.4,1562.33,8043,1.25658497e+12,928.0,3237.0,0.4025
2012-03-07,1572.4,1555.0,1569.0,1530.0,1550.0,1543.15,1542.43,2061,3.17895685e+11,247.0,1445.0,0.7011
2012-03-09,1543.15,1549.0,1577.9,1535.05,1538.0,1539.65,1548.24,887,1.3732853e+11,143.0,627.0,0.7069
2012-03-12,1539.65,1535.0,1550.0,1517.3,1518.5,1521.85,1531.07,821,1.2570048e+11,116.0,504.0,0.6139
2012-03-13,1521.85,1548.85,1548.85,1517.0,1527.95,1525.95,1531.18,1417,2.16968645e+11,181.0,810.0,0.5716
2012-03-14,1525.95,1518.7,1578.0,1499.0,1560.0,1552.5,1540.89,4635,7.14203555e+11,517.0,2159.0,0.4658
2012-03-15,1552.5,1533.1,1549.0,1491.0,1491.0,1496.25,1511.08,5989,9.0498682e+11,580.0,4137.0,0.6908
2012-03-16,1496.25,1505.0,1528.0,1492.0,1496.0,1501.7,1510.16,412,62218620000.0,86.0,222.0,0.5388
2012-03-19,1501.7,1493.0,1527.8,1493.0,1500.0,1502.6,1502.33,8055,1.21012444e+12,112.0,7758.0,0.9631
2012-03-20,1502.6,1501.15,1519.75,1501.15,1504.0,1509.4,1511.31,514,77681120000.0,73.0,363.0,0.7062
2012-03-21,1509.4,1527.0,1527.0,1510.0,1515.1,1516.9,1517.85,570,86517585000.0,62.0,392.0,0.6877
2012-03-22,1516.9,1529.95,1529.95,1500.0,1501.0,1503.5,1511.79,569,86020705000.0,87.0,331.0,0.5817
2012-03-23,1503.5,1520.0,1524.95,1500.0,1500.0,1502.35,1505.86,648,97579690000.0,82.0,306.0,0.4722
2012-03-26,1502.35,1528.0,1530.0,1490.0,1490.0,1499.35,1507.1,981,1.47846305e+11,209.0,668.0,0.6809
2012-03-27,1499.35,1519.0,1519.0,1485.0,1490.6,1495.35,1496.97,1166,1.74546995e+11,223.0,708.0,0.6072
2012-03-28,1495.35,1509.95,1509.95,1495.0,1496.2,1503.2,1497.07,273,40869900000.0,40.0,228.0,0.8352
2012-03-29,1503.2,1506.0,1514.8,1496.2,1500.0,1502.5,1508.04,520,78418220000.0,102.0,405.0,0.7788
2012-03-30,1502.5,1515.2,1534.0,1505.05,1520.2,1528.2,1520.69,655,99604970000.0,127.0,301.0,0.4595
2012-04-02,1528.2,1533.0,1534.0,1512.6,1521.0,1520.95,1522.87,11514,1.753435815e+12,135.0,11161.0,0.9693
2012-04-03,1520.95,1530.0,1548.0,1525.1,1526.5,1529.8,1533.74,1595,2.44631405e+11,180.0,1144.0,0.7172
2012-04-04,1529.8,1520.0,1600.0,1520.0,1577.0,1576.15,1576.17,5121,8.07157535e+11,613.0,3120.0,0.6093
2012-04-09,1576.15,1566.5,1591.95,1550.0,1565.0,1563.05,1576.86,786,1.2394122e+11,161.0,654.0,0.8321
2012-04-10,1563.05,1566.0,1608.85,1540.0,1584.0,1594.4,1584.03,1690,2.6770061e+11,271.0,951.0,0.5627
2012-04-11,1594.4,1593.0,1619.95,1593.0,1602.0,1606.6,1609.55,2583,4.15747605e+11,292.0,1683.0,0.6516
2012-04-12,1606.6,1610.0,1654.0,1595.05,1622.0,1635.15,1640.44,10146,1.664390365e+12,800.0,6216.0,0.6127
2012-04-13,1635.15,1665.0,1768.0,1652.0,1713.05,1712.0,1727.88,19800,3.42120635e+12,2366.0,6378.0,0.3221
2012-04-16,1712.0,1789.0,1789.0,1713.0,1730.0,1719.55,1736.6,5133,8.9139786e+11,653.0,2167.0,0.4222
2012-04-17,1719.55,1730.1,1756.95,1715.55,1750.0,1732.15,1737.65,4197,7.29291125e+11,787.0,2716.0,0.6471
2012-04-18,1732.15,1725.1,1749.0,1715.65,1729.95,1722.35,1731.41,1332,2.30623925e+11,290.0,875.0,0.6569
2012-04-19,1722.35,1703.3,1767.0,1703.3,1755.05,1758.25,1753.31,8649,1.516439475e+12,915.0,5542.0,0.6408
2012-04-20,1758.25,1763.5,1765.0,1710.0,1720.0,1725.25,1741.64,2340,4.0754394e+11,408.0,1293.0,0.5526
2012-04-23,1725.25,1744.9,1750.05,1702.0,1708.0,1708.75,1733.01,3229,5.59587455e+11,467.0,1615.0,0.5002
2012-04-24,1708.75,1705.05,1732.0,1681.0,1682.2,1683.95,1690.86,1608,2.71890085e+11,255.0,1138.0,0.7077
2012-04-25,1683.95,1675.05,1695.1,1635.1,1638.65,1642.7,1662.26,1759,2.92390765e+11,273.0,943.0,0.5361
2012-04-26,1642.7,1630.1,1655.0,1616.0,1655.0,1649.8,1636.05,2301,3.76455025e+11,292.0,1336.0,0.5806
2012-04-27,1649.8,1629.5,1658.9,1611.1,1653.75,1647.3,1639.2,2222,3.64231165e+11,270.0,1472.0,0.6625
2012-04-28,1647.3,1654.0,1657.9,1619.0,1621.0,1633.75,1638.81,297,48672790000.0,44.0,185.0,0.6229
2012-04-30,1633.75,1637.0,1645.0,1620.0,1622.6,1626.5,1631.14,1939,3.16277865e+11,308.0,1211.0,0.6245
2012-05-02,1626.5,1626.0,1664.0,1600.0,1612.0,1608.85,1627.36,4074,6.62985825e+11,600.0,2720.0,0.6676
2012-05-03,1608.85,1630.0,1638.3,1591.1,1603.0,1603.25,1606.65,3492,5.6104101e+11,432.0,2173.0,0.6223
2012-05-04,1603.25,1615.0,1615.0,1521.15,1566.0,1575.15,1563.64,7471,1.16819234e+12,677.0,4491.0,0.6011
2012-05-07,1575.15,1548.0,1602.0,1536.05,1552.1,1559.35,1567.15,2179,3.4148187e+11,427.0,1449.0,0.665
2012-05-08,1559.35,1570.0,1590.0,1550.0,1564.0,1565.65,1573.78,2016,3.17274425e+11,302.0,1177.0,0.5838
2012-05-09,1565.65,1555.0,1569.9,1499.95,1520.0,1508.2,1516.08,2453,3.718941e+11,262.0,1897.0,0.7733
2012-05-10,1508.2,1501.0,1540.0,1501.0,1511.25,1512.85,1520.93,2564,3.8996555e+11,435.0,1618.0,0.631
2012-05-11,1512.85,1512.0,1525.0,1511.4,1520.0,1520.65,1518.87,746,1.1330748e+11,160.0,430.0,0.5764
2012-05-14,1520.65,1505.05,1536.9,1501.5,1502.05,1506.9,1510.48,1287,1.9439838e+11,218.0,1014.0,0.7879
2012-05-15,1506.9,1520.0,1546.0,1441.0,1460.0,1457.45,1463.12,7709,1.127916075e+12,912.0,4309.0,0.559
2012-05-16,1457.45,1440.0,1479.0,1425.0,1467.0,1465.35,1458.77,6690,9.7591444e+11,500.0,5825.0,0.8707
2012-05-17,1465.35,1452.0,1498.85,1452.0,1463.05,1465.3,1470.43,1760,2.58796455e+11,378.0,1129.0,0.6415
2012-05-18,1465.3,1444.0,1498.0,1443.9,1465.05,1467.05,1470.43,1991,2.9276279e+11,373.0,1194.0,0.5997
2012-05-21,1467.05,1460.0,1477.9,1452.1,1452.15,1454.1,1462.06,910,1.33047695e+11,223.0,527.0,0.5791
2012-05-22,1454.1,1450.05,1485.0,1425.0,1428.1,1435.45,1442.81,1035,1.4933095e+11,237.0,726.0,0.7014
2012-05-23,1435.45,1430.0,1454.95,1416.15,1431.1,1433.65,1432.91,1135,1.6263545e+11,353.0,787.0,0.6934
2012-05-24,1433.65,1420.2,1460.0,1415.0,1440.0,1446.5,1434.94,1072,1.53825555e+11,317.0,688.0,0.6418
2012-05-25,1446.5,1430.0,1480.0,1430.0,1470.0,1467.55,1451.69,2957,4.29264425e+11,405.0,2222.0,0.7514
2012-05-28,1467.55,1460.05,1480.0,1450.25,1452.0,1454.15,1467.8,830,1.2182764e+11,170.0,582.0,0.7012
2012-05-29,1454.15,1451.05,1468.0,1447.0,1451.05,1456.3,1457.12,793,1.1554932e+11,190.0,590.0,0.744
2012-05-30,1456.3,1457.0,1464.95,1431.05,1438.9,1435.55,1443.18,886,1.278661e+11,244.0,647.0,0.7302
2012-05-31,1435.55,1425.5,1430.0,1345.45,1361.0,1386.25,1392.51,29443,4.099971915e+12,3568.0,23666.0,0.8038
2012-06-01,1386.25,1380.1,1444.95,1375.1,1422.0,1423.7,1418.57,2786,3.9521413e+11,617.0,1754.0,0.6296
2012-06-04,1423.7,1423.7,1423.7,1400.0,1415.0,1409.55,1409.85,608,85718865000.0,129.0,343.0,0.5641
2012-06-05,1409.55,1429.0,1484.95,1408.05,1408.05,1419.85,1427.24,2066,2.9486773e+11,463.0,1226.0,0.5934
2012-06-06,1419.85,1425.0,1449.0,1408.0,1444.0,1441.5,1432.14,2173,3.1120306e+11,423.0,1306.0,0.601
2012-06-07,1441.5,1426.0,1464.0,1426.0,1445.0,1454.0,1446.79,1642,2.375629e+11,316.0,1304.0,0.7942
2012-06-08,1454.0,1469.0,1475.0,1440.05,1459.0,1462.05,1461.72,1002,1.46463945e+11,381.0,532.0,0.5309
2012-06-11,1462.05,1499.0,1505.0,1451.0,1460.0,1460.3,1483.53,2374,3.52190635e+11,540.0,1534.0,0.6462
2012-06-12,1460.3,1465.0,1491.95,1430.0,1475.0,1474.45,1460.61,921,1.345218e+11,214.0,674.0,0.7318
2012-06-13,1474.45,1460.0,1490.0,1460.0,1477.0,1481.25,1477.3,766,1.1316122e+11,149.0,575.0,0.7507
2012-06-14,1481.25,1490.0,1490.0,1430.0,1460.0,1454.6,1448.93,1794,2.5993891e+11,468.0,1259.0,0.7018
2012-06-15,1454.6,1443.25,1478.0,1443.25,1477.65,1460.3,1458.05,844,1.2305936e+11,285.0,564.0,0.6682
2012-06-18,1460.3,1461.0,1469.95,1428.0,1430.0,1436.4,1443.88,1974,2.8502148e+11,482.0,1357.0,0.6874
2012-06-19,1436.4,1428.05,1450.0,1428.05,1440.0,1439.3,1440.25,377,54297290000.0,133.0,255.0,0.6764
2012-06-20,1439.3,1425.0,1460.0,1421.0,1423.0,1427.6,1430.85,2620,3.7488217e+11,719.0,1766.0,0.674
2012-06-21,1427.6,1430.1,1441.5,1420.0,1435.0,1438.2,1431.51,1104,1.58039235e+11,336.0,975.0,0.8832
2012-06-22,1438.2,1445.0,1450.0,1415.15,1440.0,1439.35,1434.38,3605,5.17094775e+11,727.0,2513.0,0.6971
2012-06-25,1439.35,1440.0,1490.0,1426.2,1444.0,1441.55,1446.41,3347,4.8411287e+11,643.0,1764.0,0.527
2012-06-26,1441.55,1475.0,1475.0,1425.3,1433.0,1433.05,1438.09,2183,3.13934235e+11,510.0,1268.0,0.5809
2012-06-27,1433.05,1438.0,1467.0,1437.0,1452.0,1454.45,1451.12,6673,9.6833389e+11,554.0,5025.0,0.753
2012-06-28,1454.45,1468.0,1469.95,1442.25,1462.9,1457.45,1453.7,411,59747210000.0,58.0,302.0,0.7348
2012-06-29,1457.45,1464.0,1485.0,1450.25,1485.0,1477.2,1467.19,3360,4.9297683e+11,331.0,2752.0,0.819
2012-07-02,1477.2,1479.0,1480.0,1456.0,1461.0,1464.3,1466.41,1774,2.6014192e+11,290.0,1263.0,0.712
2012-07-03,1464.3,1475.0,1492.0,1467.0,1474.95,1474.8,1476.31,1977,2.91867065e+11,282.0,1275.0,0.6449
2012-07-04,1474.8,1485.0,1500.0,1484.0,1499.9,1489.65,1492.15,2094,3.12455865e+11,368.0,1191.0,0.5688
2012-07-05,1489.65,1490.0,1524.8,1490.0,1509.95,1505.9,1508.89,1640,2.47457865e+11,307.0,1064.0,0.6488
2012-07-06,1505.9,1511.0,1520.0,1490.0,1501.1,1503.4,1504.89,847,1.27464535e+11,173.0,683.0,0.8064
2012-07-09,1503.4,1496.0,1520.0,1479.5,1486.6,1491.0,1494.15,851,1.27152135e+11,168.0,509.0,0.5981
2012-07-09,1503.4,1496.0,1520.0,1479.5,1486.6,1491.0,1494.15,851,1.27152135e+11,168.0,509.0,0.5981
2012-07-10,1491.0,1484.15,1500.0,1470.0,1491.95,1491.3,1481.88,1520,2.252462e+11,305.0,855.0,0.5625
2012-07-11,1491.3,1505.0,1505.0,1471.0,1478.8,1475.6,1483.24,1145,1.6983111e+11,187.0,623.0,0.5441
2012-07-12,1475.6,1496.95,1496.95,1470.0,1475.0,1473.7,1479.71,290,42911715000.0,94.0,195.0,0.6724
2012-07-13,1473.7,1490.0,1490.0,1471.2,1479.85,1478.9,1482.81,895,1.32711285e+11,127.0,504.0,0.5631
2012-07-16,1478.9,1480.0,1480.0,1460.25,1479.95,1475.75,1473.07,3358,4.9465604e+11,250.0,2880.0,0.8577
2012-07-17,1475.75,1480.5,1497.3,1472.0,1481.3,1491.25,1482.05,8097,1.20001463e+12,336.0,6925.0,0.8553
2012-07-18,1491.25,1480.0,1495.0,1480.0,1494.8,1493.7,1488.17,475,70688265000.0,55.0,326.0,0.6863
2012-07-19,1493.7,1496.0,1496.0,1475.0,1485.5,1489.05,1484.62,2346,3.48291325e+11,246.0,1834.0,0.7818
2012-07-20,1489.05,1485.5,1490.0,1460.0,1465.0,1465.1,1468.24,933,1.36987155e+11,163.0,710.0,0.761
2012-07-23,1465.1,1460.3,1480.0,1460.3,1467.0,1474.45,1471.07,3384,4.97811685e+11,162.0,3242.0,0.958
2012-07-24,1474.45,1460.0,1494.0,1460.0,1479.0,1470.9,1471.18,4036,5.9376975e+11,382.0,3466.0,0.8588
2012-07-25,1470.9,1460.0,1490.0,1458.25,1460.35,1471.9,1469.89,3284,4.8271196e+11,214.0,3052.0,0.9294
2012-07-26,1471.9,1470.0,1488.95,1444.95,1452.0,1449.5,1456.82,921,1.3417312e+11,142.0,625.0,0.6786
2012-07-27,1449.5,1462.0,1462.0,1440.1,1448.0,1444.85,1452.33,638,92658470000.0,124.0,462.0,0.7241
2012-07-30,1444.85,1445.0,1479.65,1445.0,1465.0,1464.4,1458.33,1123,1.63770475e+11,159.0,641.0,0.5708
2012-07-31,1464.4,1465.0,1465.0,1445.0,1457.3,1456.1,1453.65,772,1.1222182e+11,160.0,569.0,0.737
2012-08-01,1456.1,1457.0,1499.0,1457.0,1490.5,1489.1,1482.67,3287,4.8735271e+11,437.0,1864.0,0.5671
2012-08-02,1489.1,1475.0,1518.95,1475.0,1509.0,1505.85,1509.06,3013,4.54680975e+11,315.0,1937.0,0.6429
2012-08-03,1505.85,1509.8,1538.85,1482.9,1491.55,1497.55,1510.4,4743,7.16383865e+11,615.0,2250.0,0.4744
2012-08-06,1497.55,1519.75,1529.0,1500.0,1515.0,1515.55,1519.16,1427,2.16783685e+11,225.0,885.0,0.6202
2012-08-07,1515.55,1506.05,1529.0,1503.0,1509.9,1505.85,1516.04,916,1.38869065e+11,206.0,585.0,0.6386
2012-08-08,1505.85,1515.05,1515.05,1500.0,1505.25,1508.55,1508.07,515,77665790000.0,133.0,314.0,0.6097
2012-08-09,1508.55,1522.0,1598.0,1522.0,1545.0,1540.75,1567.9,12379,1.94089952e+12,1658.0,5340.0,0.4314
2012-08-10,1540.75,1540.75,1578.95,1530.5,1533.0,1534.8,1545.62,1121,1.7326444e+11,242.0,586.0,0.5227
2012-08-13,1534.8,1549.0,1559.95,1535.05,1540.0,1546.85,1546.05,953,1.47338375e+11,160.0,616.0,0.6464
2012-08-14,1546.85,1536.0,1560.0,1525.0,1560.0,1557.0,1545.08,2539,3.9229599e+11,207.0,2248.0,0.8854
2012-08-16,1557.0,1560.0,1585.0,1545.0,1572.25,1571.0,1565.34,3030,4.742974e+11,235.0,2628.0,0.8673
2012-08-17,1571.0,1594.0,1594.0,1555.0,1579.0,1573.15,1568.87,2279,3.57545105e+11,180.0,1949.0,0.8552
2012-08-21,1573.15,1609.9,1609.9,1553.0,1579.0,1587.5,1582.11,1025,1.6216659e+11,150.0,688.0,0.6712
2012-08-22,1587.5,1588.8,1614.95,1588.8,1600.0,1597.45,1602.35,1874,3.00279575e+11,316.0,887.0,0.4733
2012-08-23,1597.45,1629.8,1629.9,1556.0,1582.0,1584.3,1594.62,1843,2.93887605e+11,253.0,907.0,0.4921
2012-08-24,1584.3,1568.35,1596.9,1568.35,1582.0,1584.75,1586.03,808,1.2815126e+11,134.0,670.0,0.8292
2012-08-27,1584.75,1594.3,1594.5,1580.0,1585.0,1581.95,1582.48,741,1.17261595e+11,120.0,637.0,0.8596
2012-08-28,1581.95,1599.85,1599.85,1580.0,1591.0,1591.5,1588.35,1179,1.87266215e+11,216.0,922.0,0.782
2012-08-29,1591.5,1600.0,1600.0,1580.0,1598.7,1581.9,1583.22,1736,2.74846315e+11,144.0,1433.0,0.8255
2012-08-30,1581.9,1589.0,1599.0,1580.0,1581.6,1588.95,1587.61,399,63345735000.0,86.0,267.0,0.6692
2012-08-31,1588.95,1594.65,1618.75,1584.95,1618.75,1608.75,1606.47,2575,4.1366571e+11,292.0,1938.0,0.7526
2012-09-03,1608.75,1605.0,1620.0,1590.0,1595.1,1595.55,1600.68,1669,2.67152765e+11,256.0,1090.0,0.6531
2012-09-04,1595.55,1605.0,1625.0,1595.0,1609.0,1607.1,1617.48,4074,6.58961095e+11,458.0,2014.0,0.4944
2012-09-05,1607.1,1624.8,1624.8,1580.5,1588.95,1585.6,1589.88,1052,1.6725567e+11,160.0,691.0,0.6568
2012-09-06,1585.6,1600.0,1600.0,1580.0,1587.95,1583.95,1588.08,537,85279985000.0,91.0,331.0,0.6164
2012-09-07,1583.95,1582.3,1604.95,1580.0,1580.0,1586.0,1591.09,1928,3.06762375e+11,178.0,1388.0,0.7199
2012-09-08,1586.0,1599.7,1599.7,1575.05,1594.0,1593.4,1590.03,41,6519120000.0,13.0,26.0,0.6341
2012-09-10,1593.4,1602.0,1608.9,1581.05,1608.0,1602.75,1599.14,1113,1.77984505e+11,147.0,754.0,0.6774
2012-09-11,1602.75,1590.0,1625.0,1590.0,1600.0,1602.55,1612.1,4717,7.60426485e+11,719.0,2557.0,0.5421
2012-09-12,1602.55,1624.5,1624.5,1598.95,1606.0,1604.75,1614.89,1211,1.9556313e+11,156.0,583.0,0.4814
2012-09-13,1604.75,1609.0,1610.0,1580.0,1581.95,1583.75,1591.57,1529,2.4335051e+11,232.0,1010.0,0.6606
2012-09-14,1583.75,1599.9,1614.9,1580.0,1600.15,1610.05,1599.82,2743,4.38829345e+11,242.0,2141.0,0.7805
2012-09-17,1610.05,1612.0,1617.95,1577.2,1614.0,1610.75,1599.46,2502,4.0018394e+11,287.0,1697.0,0.6783
2012-09-18,1610.75,1619.9,1619.9,1590.0,1615.0,1600.7,1601.17,4686,7.50307595e+11,177.0,4157.0,0.8871
2012-09-20,1600.7,1600.0,1618.7,1580.0,1580.0,1585.65,1596.49,1540,2.4585911e+11,200.0,999.0,0.6487
2012-09-21,1585.65,1599.0,1609.9,1582.0,1607.0,1600.85,1595.72,4341,6.92702265e+11,264.0,3504.0,0.8072
2012-09-24,1600.85,1600.05,1618.0,1580.0,1601.5,1599.35,1598.89,1725,2.75807945e+11,275.0,1003.0,0.5814
2012-09-25,1599.35,1600.0,1609.7,1590.0,1590.0,1596.15,1600.58,719,1.15081495e+11,87.0,523.0,0.7274
2012-09-26,1596.15,1598.0,1599.5,1571.0,1571.0,1580.15,1584.96,2446,3.87680595e+11,255.0,1557.0,0.6365
2012-09-27,1580.15,1589.95,1600.0,1582.1,1585.05,1590.3,1591.74,1177,1.8734797e+11,166.0,658.0,0.559
